video_id,video_duration_seconds
UroIoMIYYaQ,642.0
JyZdLLVUtdI,1090.0
sP70l3iAG9I,576.0
jBj7KfO12VE,1200.0
PE5yJFbWk7o,632.0
JknzrvurrXU,581.0
E3_cz3uv43c,43.0
Q-wOfYJT12Q,30.0
oEBC1Or8teQ,263.0
0dqH3FBNVe4,671.0
0Nn4haxmUPM,3044.0
6Toz6JHdQJE,1233.0
Dsdnzjss4lI,110.0
Ji-iSRlHaz4,97.0
VfDpF89kIF8,51.0
tWyUCKENIAI,1282.0
BW3VNIWpjkY,469.0
r8wDjLpANpE,2972.0
KfjAGV0jXK8,780.0
_GSc0ldz4TE,2372.0
KVjDPPuYzWo,149.0
bCmWSWSvkks,530.0
Mxx2u5Y0C6U,1273.0
manOcJK3_OI,618.0
N597UE09_w8,648.0
h38zpRM1HIM,861.0
X6M3mJfXe98,661.0
wjONzNKhh10,1255.0
LaGI1n7vcq4,640.0
tYlfGywLrIo,624.0
KA82tVGcfdc,60.0
7bzSfQ_LBAs,1308.0
d2EndUWhwYU,588.0
1EDkEDOwoCM,730.0
QgR0ZQN3tt8,1367.0
vikT2X80Tec,640.0
aMK-os-bnTE,3350.0
3aQjrGqUd4s,1220.0
UJA2bbmFDbY,963.0
IiUC-5tm_O4,45.0
Su4YPArcmLw,356.0
llT_uDYtEVI,196.0
rbDWrJFE9pk,942.0
nyQDxkX-xOc,3437.0
gGNFOQe-W3o,826.0
lDqaOpLQFkY,1757.0
gaYelXkqZ64,2757.0
JMcQaHi9Cxo,32.0
zbFNY6dllxc,36.0
X6Svs7gYs1U,2170.0
QM_McqY16fQ,755.0
0EpqT928tgA,529.0
kX8sW5bZMIw,41.0
jK2XH60YbaI,1262.0
rQoOOZkpWus,640.0
17LRg2PmYmM,1253.0
gwFA7OAUPBI,114.0
LTA7uFbTi14,66.0
1jGpSmiyW3E,746.0
dXSjOXqli4Y,241.0
hQd85VAr3aY,639.0
AAwH8NbEJrg,20.0
tDVe3fRgK40,130.0
BGMmqJ7fTpA,1217.0
toMwArCoWeM,481.0
qLGZbo_YjqE,127.0
C2477t5x0SA,758.0
NlQMVwKNn_0,381.0
LLWZOF7DiVg,22.0
aQgol9S5R-A,2252.0
Wpc6dt5YiUA,1508.0
-JWUvkKcuQ8,1309.0
_uagKYZ4dis,714.0
Zyzd6z8K3pQ,60.0
DYhjgPf7pQE,562.0
FFhVzxEFfxk,675.0
Jst-6vSUGq0,108.0
qZRPYIiWisc,473.0
vuH8-ZMkZgo,116.0
CFUqk-TqPpI,154.0
0m1_2w1MIiI,1278.0
b60UHAeWIzc,143.0
Bdl6gyOI2eA,35.0
OMAVHjAQY1g,713.0
AwIgLH0hiKg,2329.0
dKzYLj8R_Rs,566.0
7AH9QRZzzNw,745.0
9872sa0-lJY,1290.0
9P2aXI7BTu8,2161.0
MYGnjTKwoqA,424.0
-gnytBclJEU,211.0
lYliVCDbdew,2251.0
FThnCrz50G4,268.0
3ISdsSBziPQ,3535.0
decviiVqLKk,359.0
oSFjaxnTn90,139.0
q7whKz0_8eo,1127.0
6pOP2oEB5QI,126.0
pqfBeGpxbSU,61.0
hdfCK5Rqnoc,36.0
CGuUmNSz9U4,41.0
xNDCQRfk_84,107.0
a3jCsNyjRr4,186.0
LJOSniXum_w,645.0
L30b8LF7rhw,66.0
Wm3aE0b6K2g,1115.0
i1N-_ddnJds,1357.0
Md4SmwwVZv4,621.0
lFbJHGIhFXk,1172.0
15EhIQgHbis,36.0
_3X5RzELjc0,1353.0
woFWuPwgpKI,974.0
KTU04siI1hc,2471.0
CAWqqkB26tc,1237.0
cZ5eTWoa01A,248.0
r6Dd1DaSKls,650.0
M-z77M6sYvY,608.0
eSli2w9F8Dg,451.0
LCKvp8jMIkM,1258.0
uuR5aIC8FDQ,185.0
Sudl98-U4mI,3438.0
vKxxpMxsYOk,37.0
9zidzUiuvaA,2186.0
UQadIps4_wY,114.0
7m2GB9ApV8Y,1256.0
UJzzs1U3-Jw,46.0
YudHcBIxlYw,185.0
05QTBrmWhbQ,63.0
rOCD6tQrGaU,61.0
XUeZ8PuT-lQ,101.0
K_Xmi5_ClCc,2378.0
9hjeBFwkkvo,731.0
b4evpiKJdh8,749.0
v03fejkrI3E,744.0
xvIfmuJpF14,320.0
cYzEn0TD6E8,412.0
MqXQ3GSSrR8,220.0
iPgEWGORHW0,89.0
-gHad620ptE,1301.0
VD2JtyhCxbY,41.0
EPzH8r3P110,384.0
GcTA2Qc7R2s,183.0
UarR05D5lek,359.0
gPsXR_Zw9pA,41.0
ZcX4ThFrvmU,1352.0
5caH7cIOGXw,1002.0
v9lhukCVsLg,35.0
fPBFN3jRQBs,979.0
h7ZAHgn6lWk,1008.0
UsleffU9itg,642.0
IGLk1TMhf8Q,1269.0
K1yDbsqrtx0,485.0
g9XNBxMuZL4,424.0
G6P4HFVQDXg,960.0
hWyn5UcKXxM,614.0
qBRCoZSeO70,542.0
2ssijwETM0s,245.0
sDqIwkcBubc,635.0
sic1wLLGpkI,730.0
hSMgIatr2pc,259.0
pgUnkvibojA,271.0
ESqQMWwsNCM,373.0
U4lbKGQS2Lw,1270.0
cBb9AAPb1Es,240.0
GPusNUmForc,2287.0
tdOg8X0RV9I,127.0
fjfawo4sJO0,559.0
VzgGPnI3-cg,1321.0
ZM5jZJIIVG4,78.0
upPVnAKtlzI,2029.0
vbDGwNXPO3c,91.0
B9qPn5sDoY0,1398.0
EnhS3matIoU,207.0
NoMEKG8Uhq4,2144.0
4GvzAAV_Rgw,714.0
OB5PhVgoIaI,83.0
jD0lanDg7sY,1136.0
sbJyepNrBeQ,986.0
fyZ2fvnaxDo,30.0
NpZICbUI0D8,173.0
qx38rILA37g,73.0
fhG3b5R-7jw,222.0
K34kvOyg8hs,495.0
vZ5zG1tSOtY,139.0
w_QzodPiOXg,1169.0
aB-zZMf9hzI,643.0
dM5X8dEP2EM,926.0
7j0ALRLHe-8,198.0
5uQ4OU8fB_Q,380.0
qAG3WcTB8Yk,198.0
PAKFzFqJa58,211.0
AbemZwTn7qk,1219.0
MBuuHN1zBfU,790.0
9Cqkpb-PFh4,1276.0
iYl7fHteXbc,116.0
uHVWBr7eJj0,574.0
nRYaHGgDq1U,459.0
G71xYuJx4oo,729.0
9Pkus-vZZT4,894.0
XCvXWxQ2MLI,640.0
XaSWXJlWHxE,628.0
dwiwB5R0hk4,1201.0
IziA2gxHhdI,1265.0
BOvTRsP9vNA,877.0
1BIQyfu_Wkk,2527.0
1WEAJ-DFkHE,740.0
12fnB86F29c,1314.0
d814XT1ZsZs,1063.0
_83FZyMo9Zs,51.0
5fCzujjoxv0,400.0
EmIhve5ww9w,546.0
6ic-DF5j7C8,117.0
y7i4cr7Qocc,35.0
79jCdTffIT4,30.0
0IP6njIYXVY,35.0
cDWcS3Fs62Y,690.0
qdvD33psrvk,852.0
3W0gxAGDKfc,199.0
UqzKzugvtR0,31.0
QorZ73aE770,1146.0
MbSLuuTU0b8,637.0
h6qM3a87zss,3038.0
r5mAxtE-hos,931.0
Vr90iLv4oCk,18.0
4RXMgxREqHA,790.0
wicAOiy9esg,1252.0
Tp_YZNqNBhw,121.0
GbPDFUP43Ss,310.0
tbsIz8QB0qM,1992.0
1fKBZ2CpH8E,586.0
g3QrttYwQfw,613.0
GNEBkzX3saE,39.0
h87hhPBJjiw,1385.0
_c1DDc0-boc,724.0
Zia9183Gq0w,723.0
imtLmnkzDbk,1431.0
Am1vmuIdZbw,289.0
Hf-QE4rPsz0,273.0
8BQm3spC2n0,611.0
4ovxffCE4KA,778.0
bhPPlMuqL8k,114.0
Scpp7tuQJL8,2816.0
6YdZ5-INg9Q,808.0
9APawyfsxLc,202.0
E3QwyzudgBg,652.0
0opw-GHJMRk,1205.0
cdTvvK0YaJU,102.0
q_wxTvcMvkk,1283.0
zQnNHwpPnsY,817.0
awh60Z4UQBc,3579.0
iutvkXcmWE4,381.0
bGsVCQFvX1w,15.0
XGPIHu6m4DM,140.0
x63VM7Pnq4A,629.0
JLhPxF0-RO0,618.0
0YIlfRczYTM,579.0
zePvgS4gJT4,891.0
2St82FuzPUQ,1277.0
oAdrHvgMg6s,124.0
vVT1JHX2g7E,203.0
X_lsAHqjTxA,637.0
xb59o_op8Z0,196.0
X4orAha89W4,52.0
8MAOr4rq4QY,398.0
_ajQow29I7U,121.0
QMTqrDzpZ0o,721.0
qgmgK3UGedA,678.0
cAqTDdblQXM,242.0
1ILF70iBRyg,1468.0
dyGC1LS3-b4,2358.0
B0osyfuKngk,168.0
SmfdvReh9wk,2029.0
3LczFRV0ZIU,641.0
Ib6Iawew4yk,1283.0
C278csFxdPM,43.0
01GoNsYOxf4,43.0
5ePuM2ISARM,94.0
yrgt1QIae7U,35.0
gvDWYQhYzhY,31.0
HXBhBL2dTjw,1360.0
cm6i1mF8upo,1081.0
b5WpaABv9wo,1924.0
4Hm2xeRsHZA,52.0
7rr2CXvHZZE,157.0
R7vMWbVT8Gw,648.0
_BZIxt07UNU,1518.0
kVidFdsCXAo,220.0
ghS2f4J1PrY,1090.0
GD21J6p9LlE,46.0
PaUg8KKDkD0,642.0
L66JKq5SZKk,95.0
DakY-jGKM-w,1262.0
c27ZUhymHS8,1102.0
O4CrwiO3JTg,208.0
rpBt_f4rfME,456.0
iTCmfOoJd7o,2605.0
YUPg_YTTjIE,1535.0
US7X_ae05v8,1995.0
wrxFOLcXSZY,2000.0
df-80KSDzfk,1251.0
925OC-pE4fs,1018.0
Hrk6DAaDMXQ,655.0
X4r4UUomOhQ,95.0
4waN7gl4LQU,1272.0
mmpcMN9kxv0,1257.0
QUYJJpeuwM8,1448.0
3dpXr_-SjAg,1346.0
L-nKx-aSOZc,188.0
RszBomgY2Hg,759.0
HrfuJqt3Syc,35.0
E8vxhDnFs_U,661.0
bBkbvSqw4rM,1094.0
vbgUX_PyPZI,1294.0
iEUOgCmsR9w,2069.0
D6D3BAP_qNY,1587.0
LHqbrFOG4hI,1326.0
sqjnKLitT_g,109.0
S1oTC2LGbMQ,626.0
BQLql_s95u0,787.0
zbijCkQGOCk,394.0
uEQqoaEQjYk,122.0
JG-u9rNLq50,21.0
Vq-JZaKUT2M,645.0
Ul41sv4mepI,12.0
NZ4nfGH43qM,2267.0
8ZscPPpEWPo,100.0
pDurZBKn_pc,160.0
ID8hy19MXpI,3343.0
6FF2o5sJVMU,695.0
nn_ASeJHzwQ,87.0
sQuj_o2XXNI,141.0
EtS0ubrdCZY,35.0
j4Izveeqz40,839.0
GFzswz9Cyag,641.0
mAdcw5EiNc4,113.0
b5ttA1-VaiE,220.0
3nbq4Quogug,49.0
Upybar_qV0o,106.0
m3hZgLaAdk0,1655.0
yms3MgPXNyo,1300.0
RevKoOoj8uA,1277.0
vrGG_tMxUvU,333.0
6qkNFQIi6jw,2154.0
F1nme4wDNA0,36.0
vrrPdzz2SzQ,829.0
zdiIkrwy5xQ,1385.0
swISf0ak08Q,1447.0
OcMOu0eqGIE,32.0
Ai17qSK7REk,1354.0
jnEnKT2oNKg,2161.0
BIHsjnVCcoE,1248.0
HXKt5Gqw8ko,159.0
63JbciGDeUQ,162.0
1Np-Lju9lzA,720.0
IHZDeSzl5yI,544.0
SGyrpo-uJZM,906.0
iiAxK8HdLzc,737.0
o8tT86Ve_Fg,893.0
dn_-lG7W59g,2568.0
SfthCRWhCYs,1202.0
H5uX0WMo26g,2163.0
rkpacRvrf6c,1219.0
dgHgghKLcRw,247.0
jaVdD4Z8UCs,201.0
popcIryh8LI,2252.0
fyXMm1U7nUk,311.0
uvOJkzrXeIM,238.0
t3ZHzgfGy48,1251.0
pp0FhHTzVoo,202.0
jnzxuMXgMLY,253.0
Mhkb8EbZaf0,296.0
c2Fcu00p4Yg,589.0
_2MVfF0Tlog,213.0
BcHub-31afc,645.0
XbiUiPg5fC0,726.0
o4KcyJ3DMuI,778.0
7daA-8PZgEU,1288.0
7XPxRTQFwWg,20.0
_mdeMEfT1wk,633.0
pPVHqo39rm0,236.0
O28_D2nEb4k,109.0
baV5nzLkPmw,559.0
w0ECti8sCp8,189.0
4SFLLYuQiB0,1379.0
i1IExdQLCu0,1262.0
P4xSgBditKA,80.0
jMk5-Fl9DuU,1340.0
fW0Tg2ggzFw,747.0
z9YM6g-WroI,818.0
1VhA9aITCGg,195.0
GCirWIV0l64,225.0
jmZUifJM56M,1043.0
h0w7ZAwI9TE,378.0
uVD-YgzDzyY,270.0
ZA13MPvEMbk,1295.0
-3AWzIHoYvM,551.0
iHE_eHf6YBQ,256.0
in_X8Hvtous,40.0
UHq5GDswa0s,142.0
QmH6Z3oCHsQ,1164.0
SjEMGq61MAg,1304.0
Q-K7Mnsg6D4,1356.0
Qumm9iKpRe8,159.0
7VkIYiqBtvY,548.0
GdKvd05cVIo,634.0
FcmaxpvkSKo,161.0
MYo_ApLY2Nc,142.0
RUagZ89K96Y,639.0
rCjiK9QmgH4,1195.0
PqwvhVGw2QY,3241.0
fGzEWdH7lYo,3207.0
UxXvOfLMgac,321.0
4SPnAvX0Mm0,1402.0
cThxcWHs4sw,1387.0
5V9rv0o4Wn4,1061.0
8r0HdPDWa0k,1311.0
t5ifhE5TNZw,638.0
4lPqmqj2kxE,764.0
kcaOYhG187A,1017.0
VEDhJIl8kNk,158.0
CVo7it10kjE,1249.0
KT4CP4wLdy4,936.0
q_h6pYySwFc,152.0
bHBixsCx7VY,438.0
DZ7y3_mn5gk,405.0
oLK9rRKhM0g,3056.0
5-G_6cb1zzI,30.0
XYJOEbiAd4E,134.0
ANUve0e5zSg,141.0
TjOiUvpolOs,1273.0
7M6UNLAoEDA,599.0
4LeMPBwyrtU,293.0
Dzj8z9_0wVY,305.0
9TrU16yTg_M,1040.0
VRU2ow2U3iw,545.0
kkMu1TbAP50,1699.0
5kE2iaYnIBg,693.0
HnzNZ0Mdx4I,112.0
mcsRKCaAOJo,1288.0
Z606b6A-0Q8,81.0
VZluHiX7vSA,161.0
tJFy5TKb3IA,147.0
by4yRX17-pU,1081.0
3TEDqIjQamU,706.0
UfkpufW95Kk,282.0
Asz9e6cMEW4,832.0
xhNrpyjEc88,30.0
xsa_AGBrRZI,239.0
1fnINW4mHvY,419.0
zF_99qhoTlU,140.0
VNWAf7KlGrw,813.0
RmtiUUzwJCc,35.0
AAvjgttO5ro,296.0
8IjWA_APqbg,579.0
HaWNzfirYk4,271.0
-xLjl267wkU,328.0
2qkPtUzQTBk,1648.0
rRGP6Bvacwc,237.0
5M_zB74fnPk,449.0
zEv-OStVjsY,495.0
g_wS_KcnT3Q,396.0
QVMkHD30zOE,282.0
wXMe9OleAGs,1290.0
E1frrganoXc,592.0
L-noIio6Mek,444.0
VZboJDwErk4,2326.0
Cr3zuU9XCmQ,531.0
ua9xhytrzD4,900.0
UiCbSVsUo-Q,892.0
XnRS5Pi4L6o,796.0
4HjOLzIknGs,40.0
9hVDLl1fsqA,2714.0
LeW5Zk_Rgvg,748.0
YlgIgGJMGgc,91.0
SKrzuEApCjs,268.0
Fi3yEjvi24g,1248.0
83egSOOmTtc,632.0
r7a7TQGuYh4,123.0
s594na8V74I,1024.0
QUTjGN6BW-8,2164.0
ownN2qVpZ50,1407.0
obPLGkSTvc8,1162.0
XqQp1fQhAn4,596.0
7lKzb6BaDYM,266.0
dUc2T_6R7aM,1109.0
kfInEuJmjyY,376.0
bsi8_9EoYyg,205.0
rnpsacq86Ts,267.0
eITgg8aNhxc,2392.0
9R_WQx3KtYs,642.0
gwRw5TZYKoY,777.0
KjJwjOlort4,515.0
wn-8X9Zz6Wg,1321.0
0Gh09l38v0w,1432.0
0H151gRD0Nc,267.0
e4vQlZA9K0I,137.0
DhukBTt0jTM,131.0
YVF02zgMLo8,1345.0
AOXbw2BgxKI,515.0
oVjzZup8ItU,289.0
XFnHY0Srao0,35.0
qlTAzXrMXfw,536.0
3LZ9kMhUPoI,1276.0
2ez7Js-D1CU,169.0
MaaEoqB26-w,55.0
EGq1CuFOw0g,168.0
J-588YAxFXo,708.0
jBFcPLembSA,34.0
47cPEYoIdQQ,173.0
TrCJmeCEbhU,1276.0
R_Ut_DDBEo0,161.0
DrrwwOXYUM8,50.0
69kNVsHNU0I,900.0
npX2Um1p1a8,734.0
ae8MZMvrn1Y,194.0
0AQ7A-EDR4o,1701.0
TeRPbkalsMI,140.0
zY_J8IndNEE,79.0
3VjkFJ0qeQA,612.0
oV2yuglZfKM,162.0
W5et3zPTM9E,529.0
2BYCWBuYJxc,75.0
Nsok0h6mAj0,398.0
Gyy52YwoUGs,1227.0
TQor49KSYck,1018.0
5fvVhvKEhdc,227.0
SdVmSG1MR-w,831.0
o0W5JJ_uPAU,2146.0
iH-BgM08bdo,376.0
4yadKKr117I,634.0
RcUe_J5uiIY,2189.0
eO7uf3ghQzE,64.0
47KGEx-SYBc,1113.0
hxA-ETb7YBs,485.0
iuk77TjvfmE,117.0
BC9s_Zof_Xk,126.0
2flSpuQFCoI,636.0
c8uhxLHcw7c,190.0
F_tNvHQIwa8,1421.0
4UER-fIltj4,134.0
FKbdm9u1O5M,660.0
LEGfd54GFcA,287.0
-6dleqTJs0o,133.0
qLOLaojwkBc,949.0
F4idg8HMipk,1412.0
Dl-QQFbES_8,1571.0
qWZUshnTmIM,164.0
ODeCUEc3LMw,588.0
TM_NlymFwU8,825.0
BpInfvjs59M,178.0
LZcX0E4DI7U,183.0
TfbvlYj95FI,1452.0
xzMslASOGd8,639.0
ddleS6-s0_o,632.0
S7IjYHEEsjs,50.0
CeuwyGgAdts,180.0
ZFNkdcOMJlI,1648.0
sRIGMmgABh8,1335.0
aHiVIALnyBA,232.0
_Z9dPWCgK5k,1738.0
sUDQ3NRikqE,333.0
YOnYGYMD6dY,582.0
TfZA8DKTPjw,83.0
Ar3Favp4HzI,33.0
Rrbrhqs2Zvs,1350.0
S_S7OQn28zs,853.0
hWic-FQh_xw,621.0
E07zJJvCBuQ,1227.0
Yg-Zfgwy7sw,2174.0
Srq5lNIpGvo,1978.0
acbbP4XxJ94,3153.0
Zo0Wyyy0tSg,673.0
KkFoikdyLv8,1184.0
8_9_ajchW_4,224.0
LA2Esw1WA7k,1036.0
_otaJJMW8do,622.0
9e4cDmLB91I,679.0
hmxU8whTxRY,661.0
zT4mvgeZYKs,1586.0
KWhD0Gf-oFs,661.0
0pQ5W_vTefU,1052.0
w3j5BmGqJaU,990.0
xXLSyiRppcs,2206.0
5fGoX0l0j34,2421.0
-FDefJjS2Gc,1187.0
sJdVp6r4psQ,218.0
wyyBHFn9fng,110.0
OkJdnxuvYjA,201.0
PryOMa-mrrI,1501.0
ezc9aFVSw-M,168.0
zCKTuV4TpdI,231.0
dwfMCWuAoDc,24.0
vf7H9wlkDTg,1282.0
A3zkOR1VZRA,1908.0
v4ASitNEMaM,639.0
jvbTPmeHS1A,583.0
lcrIw84r9VQ,171.0
Vi5VOShYgjo,30.0
UuoLrzzL8bI,189.0
nGggrDnExoE,1352.0
tRgbeEQ71gs,722.0
iMbjoWexEbw,1231.0
HPOttoL3OI8,687.0
RTsiIf-uG60,557.0
XnbEtKRaHiA,445.0
oVI-9QEe2d4,1197.0
Wg86lc82GHU,138.0
Jevk1WppjeI,594.0
JT34AuBF-vQ,1407.0
UPB8mGvL6wU,86.0
MgpKNPZmg-o,260.0
LQhdEmfDq8A,510.0
CfJuDHSf40A,48.0
dJRW2Mv8Z1M,582.0
Rh8m-EUeijk,668.0
HPS9cnJVDDs,1239.0
FuF6gBiAJkE,1880.0
Yn8aoudwjrQ,606.0
ipnpe_SwUR0,1193.0
cy8ud6u0CB0,1009.0
BdQ7PKhbJ2M,258.0
nVe0wD46lRI,611.0
XxvheqP1Sak,1258.0
O4SHoP6qVuc,185.0
IThz9fCZoPo,123.0
hIjnI8wgCOc,297.0
oJ7Q4MjxE-0,235.0
YBsHZ2qsEnI,1852.0
4JioTVs855o,187.0
DPctvIoMcWk,3491.0
VLxgkvCA02U,2352.0
xuenuVYT3lU,1132.0
CCFbu2k3Guo,115.0
SQq2RU4X47c,903.0
bCI8XuM8zRI,1336.0
RKJxB62wQiY,194.0
P-jsUEYg4lA,102.0
DHTwfVrVn2E,175.0
uMCzuDSPZW0,116.0
n5O161wVS9k,128.0
ViuwBzEH9Fg,205.0
4-nPCtwbzu4,391.0
Yx30xRsXtTE,645.0
0OMPDhuMpow,25.0
SUXCbF8ds1A,329.0
efTwQF6FhLw,439.0
cfEkzG88-Z0,125.0
s4vVdl4MMbk,1338.0
wtLn6Z1yahk,535.0
4JkDUwDft0w,782.0
QdbpjM8IFLc,671.0
imLYBbyVcgY,1273.0
0fMbKapQqnY,878.0
qqLEjUYg4II,1320.0
3wjBxc3S6Qc,647.0
Er9NUr8Tsxk,98.0
lB7RbgLN-zk,1303.0
iKpVms8zrMM,1988.0
h7RwMA96JyE,475.0
IRn_1TA-iws,2188.0
C62it18yX3c,1271.0
GNMj8oEdgnE,1248.0
CUFUp_Zd4dc,885.0
NENuZqdeBd0,955.0
mBStMkko0HE,895.0
gor_HhaWeTY,505.0
syevpJ-vovM,2184.0
bffpWt2rkyM,1228.0
SUGiNqRsIV0,123.0
kZropz0-aDk,125.0
QNlRFpKo5zE,800.0
V_ZYo_uK1d8,751.0
tPPdC7U0Ccc,2927.0
erWIuQBs420,265.0
5ZwVbSOPz3Y,195.0
ZwOeTu6ciP8,76.0
47H01638-9w,278.0
JgLixJ1m_cQ,2431.0
wjR-cfylLRE,3051.0
JDI7WtfbL8A,181.0
41n79tzPxSc,1347.0
hCyM7feAG_0,82.0
7yh15nlJKw8,1061.0
h2FLj3rfYHc,45.0
OtshXzMz78g,1294.0
lC9QNWkjBEY,223.0
IHjjie-4Tns,1430.0
DbTskdldihw,637.0
WnsBfL01twQ,179.0
YvfOcOHzcZE,808.0
T84FfxKAIME,425.0
E6vfUSdIof0,425.0
wyW8t2YmjIg,40.0
Ad97Jxoj-44,373.0
iJKfBDSTF0Y,818.0
Ihc2wIfX6Ac,403.0
fKEw-MNrnto,514.0
dH3OmF3vjOU,1280.0
ZypmrSAdPq4,2116.0
FYd1HqeWgW0,440.0
4si1RGuYTzg,1226.0
2jKOGoK__Hg,486.0
md2kT2xI01U,622.0
imCOAyoKo1w,1085.0
eteFXU-JPQI,2680.0
oIUzyrGUDQo,82.0
GZr8l1C8tqU,2199.0
IIzDY_TRxR4,1720.0
0L-XnE-Ibjw,1224.0
zc01gyE8vY8,1428.0
r3al1V4GugY,30.0
c_oqy0-lvI4,123.0
S3dnZNtg5Pw,731.0
Lij9MZabStk,81.0
3L5HCg1rr8s,1222.0
ietiOKJEurs,660.0
RP7-_AGcJP4,434.0
z2KtxFmiMog,849.0
P2BHvU1HBxE,811.0
AhJUZ4ArY5M,1056.0
m1uBytza_dw,590.0
5cAVOttOZLA,651.0
RCM6INY8kOM,1014.0
olacr98hTCo,1215.0
AADes2tJ1V8,20.0
OrqQfDqWw8M,1256.0
nt008uBfze4,251.0
0p5H3YP3khM,475.0
ey6lNcd29ys,2207.0
NCD0PgvPg2c,899.0
lJjmniJnHGE,272.0
_H8vod2I2WI,702.0
zB5QzGbL5kU,526.0
-X143VVr1g8,46.0
wnIzGtDNGaM,152.0
VSaky5ZMGCY,110.0
YT8JwwfB5zI,1164.0
bHtTpuCgjTI,709.0
WGG3XUSA-BE,1261.0
7aBHrzlXwTU,1598.0
3lFG8705gCg,637.0
Z6vQYCZfBBk,748.0
i4qBZcI45CY,40.0
eROgNa10J0Q,30.0
zpZDhSEPsaA,2108.0
Jk85YnzOeIo,53.0
oiNK6SULwZE,166.0
VikMe0txs-k,30.0
dRrBmR5mvxY,1115.0
56OyNW1hS6M,1077.0
LCAD1iRsAIw,767.0
rDzv0RPgk3M,208.0
ufCvlVw98n8,1337.0
g9smI6J4k8I,80.0
N58CAPPBJ3Y,889.0
BI1X4JnhvvM,1147.0
-Xgwlri07X8,883.0
1ypgwDbbPQs,716.0
h-00ul8sHqs,256.0
DJo5JLMKIG4,1766.0
BvGuaveAK1g,632.0
BSgfjs1yeCE,648.0
GRVNrDn-fTo,639.0
Iad8kFb7eI4,1144.0
Rbnu1HlJQeo,733.0
U8uH_l6xMmc,1744.0
nI74ti7qGs0,889.0
CR8gc0papYo,768.0
1LPHVO9cK6M,705.0
q0Pd0Si892c,1217.0
wb6HpqA_E0A,2006.0
RSP1IPdvVhg,1518.0
ODPcT-lubIA,237.0
bQ6CiztpRnQ,918.0
t-v5mHswC48,1289.0
gwTSlt2sZ-M,252.0
besiil9d8wk,977.0
Lg2qtQv8j90,258.0
EWCh2xRHvGs,624.0
CReNswomryM,223.0
uL1xEkiphS0,1119.0
pIwVhWt_7Cw,633.0
IiZ8Orbd5qA,88.0
m3BEPIwO5cQ,224.0
-3L-h9vZJRY,1183.0
vMAi0TXxV7k,1342.0
Gxb1vaV00XM,33.0
XLU5beW_asc,1346.0
wTqMUWYShNs,31.0
SV8jsvXr7qk,1762.0
c0UyLAIdYhs,182.0
0btMjVmAHCI,81.0
rvyyF3SCAqw,1987.0
cHJJcPvCHa8,1011.0
xlyetSM6_jw,107.0
rJSmPP2407Y,2141.0
yUBqwmttEeE,329.0
oOi2GVAj0N4,68.0
u-4bMOnt5jw,1105.0
G-qCedkwzJY,2334.0
l97wXO7X4yw,68.0
-OQPVKSDd4s,257.0
gLkRGCbyyBA,1177.0
M6NZ3sp4Sf4,1549.0
jpf-qOtRUEU,686.0
B7OUHcz2tEw,180.0
53v9KaoyJ6o,1034.0
9Di-8CxT7vU,559.0
yzxFcqOuHik,514.0
l4n3glPxp30,904.0
hY6JH77YpF8,648.0
LCk-KYWLVt8,2003.0
9vV_faCz5NQ,89.0
zUhiK6vq-j0,2096.0
37QaXGXjgOw,33.0
NF85hYSDojg,900.0
-NNtvgvLKAc,1205.0
aHn9eYTLkVo,623.0
BlwcP7kQj_E,1233.0
f2yIRffJSQg,1262.0
gsqwD7yhAwQ,2028.0
EDy6EQm2-Wo,989.0
gcW2Foev_l0,940.0
Uctb6VOl4sQ,164.0
LGE3SVBw3p8,618.0
doujl3Neq00,796.0
R5bjgrfYYko,2296.0
KjM5DmXFsx0,470.0
VbbZIS7dhh4,119.0
X_QoMtlLGQ4,590.0
c25HB_YPHmM,1321.0
ZRlBTRwPbFk,110.0
_xiqsL_QD1A,171.0
SG9mvdd-IXo,644.0
VtbjuE92PAg,156.0
oVIVjW1bawE,739.0
geatbFQKQgw,1255.0
ZITBR3MgENI,199.0
drQf-IaXhFg,181.0
MGsw7CnqdJo,230.0
cl-FH27OyY0,2001.0
tNKN2wje-9c,854.0
tOttM6ojkRo,247.0
nqo4czRueoc,1346.0
IErQpAUplLU,32.0
LM4BCBx4Vk0,713.0
FOtndOx8utc,1384.0
y5OoqHK68ms,1231.0
tHSEtDVM3Qo,392.0
70DHK3iCdLY,1254.0
7Xnel2pACVQ,755.0
FQQKaWlcsok,767.0
RcdmRghQNx8,1266.0
X8wF-pDAYuI,180.0
ZuQuOnYnr3Q,160.0
iVNU3DVEVqw,176.0
lqk49-X-mj0,681.0
7LSoYI5HGcA,900.0
qNwG-WThNGc,692.0
WoVppByUJog,1267.0
nyuZkSyg4Mk,900.0
ZlOlePQR-Rs,1185.0
pXDv2xmHDzo,1208.0
aAug7rTiiVQ,70.0
DwMjZZuPQO8,1384.0
z7E74UZlQ_I,727.0
i9ABUpyIXmE,935.0
_99dufBreN0,186.0
atzT9l4mOSk,1330.0
b12lFwYJj8c,1754.0
qbjSfW2zGvo,670.0
MNo8Z6b5ptI,2086.0
_3VnXw5EtFs,621.0
cJxaDLnVKjE,1207.0
ZFUqhtPjXVs,803.0
4CryztOma60,2361.0
rhTgCeLS68Q,1277.0
iy9qZR_OGa0,275.0
MAa_8XwAVlA,314.0
_U6_FD7CluI,138.0
